"","X","NETWORK","PI","YEAR_MONTH_DAY_TRANSECT","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES"
"85",132,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","TAAD",NA,NA,"10-50",2,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"86",133,"KEEN ONE","Byrnes","2018_8_29_8 Ball",2018,8,29,"NW Appledore","8 Ball","TAAD",NA,NA,"YOY",37,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"87",134,"KEEN ONE","Byrnes","2018_8_29_North Head",2018,8,29,"NW Appledore","North Head","TAAD",NA,NA,"0-10",72,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"88",135,"KEEN ONE","Byrnes","2018_8_29_North Head",2018,8,29,"NW Appledore","North Head","MOSA",NA,NA,"0-10",32,80,"Fish","Chordates","Fish",NA,"Striped Bass","Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Morone","Morone saxatilis","keen_fish",NA
"89",136,"KEEN ONE","Byrnes","2018_8_29_8 Ball",2018,8,29,"NW Appledore","8 Ball","TAAD",NA,NA,"0-10",60,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"90",137,"KEEN ONE","Byrnes","2018_8_30_Sandpiper Beach",2018,8,30,"NW Appledore","Sandpiper Beach","TAAD",NA,NA,"YOY",27,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"91",138,"KEEN ONE","Byrnes","2018_8_30_Larus Ledge",2018,8,30,"NW Appledore","Larus Ledge","TAAD",NA,NA,"0-10",21,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"92",139,"KEEN ONE","Byrnes","2018_8_30_Sandpiper Beach",2018,8,30,"NW Appledore","Sandpiper Beach","TAAD",NA,NA,"0-10",21,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"93",140,"KEEN ONE","Byrnes","2018_8_30_Larus Ledge",2018,8,30,"NW Appledore","Larus Ledge","TAAD",NA,NA,"10-50",2,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"94",141,"KEEN ONE","Byrnes","2018_8_30_Sandpiper Beach",2018,8,30,"NW Appledore","Sandpiper Beach","TAAD",NA,NA,"10-50",2,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"95",142,"KEEN ONE","Byrnes","2018_8_30_North Pepperrell",2018,8,30,"SW Appledore","North Pepperrell","TAAD",NA,NA,"YOY",55,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"96",143,"KEEN ONE","Byrnes","2018_8_30_North Pepperrell",2018,8,30,"SW Appledore","North Pepperrell","TAAD",NA,NA,"0-10",32,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"97",144,"KEEN ONE","Byrnes","2018_8_30_North Pepperrell",2018,8,30,"SW Appledore","North Pepperrell","TAAD",NA,NA,"10-50",7,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"98",145,"KEEN ONE","Byrnes","2018_8_31_North Smith's Cove",2018,8,31,"SW Appledore","North Smith's Cove","TAAD",NA,NA,"YOY",28,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"99",146,"KEEN ONE","Byrnes","2018_8_31_South Pepperrell",2018,8,31,"SW Appledore","South Pepperrell","TAAD",NA,NA,"YOY",3,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"100",147,"KEEN ONE","Byrnes","2018_8_31_South Smith's Cove",2018,8,31,"SW Appledore","South Smith's Cove","TAAD",NA,NA,"YOY",46,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"101",148,"KEEN ONE","Byrnes","2018_8_31_North Smith's Cove",2018,8,31,"SW Appledore","North Smith's Cove","TAAD",NA,NA,"0-10",39,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"102",149,"KEEN ONE","Byrnes","2018_8_31_South Pepperrell",2018,8,31,"SW Appledore","South Pepperrell","TAAD",NA,NA,"0-10",14,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"103",150,"KEEN ONE","Byrnes","2018_8_31_South Smith's Cove",2018,8,31,"SW Appledore","South Smith's Cove","TAAD",NA,NA,"0-10",13,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"104",151,"KEEN ONE","Byrnes","2018_8_31_North Smith's Cove",2018,8,31,"SW Appledore","North Smith's Cove","TAAD",NA,NA,"10-50",3,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"105",152,"KEEN ONE","Byrnes","2018_8_31_South Pepperrell",2018,8,31,"SW Appledore","South Pepperrell","TAAD",NA,NA,"10-50",1,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"106",153,"KEEN ONE","Byrnes","2018_8_31_South Smith's Cove",2018,8,31,"SW Appledore","South Smith's Cove","TAAD",NA,NA,"10-50",2,80,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_fish",NA
"107",154,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","AGCL","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"108",155,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","AGCL","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"109",156,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","AGCL","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"110",157,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","AGCL","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"111",158,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","AGCL","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"112",159,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","AGCL","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"113",166,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","ASRU","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"114",167,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","ASRU","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"115",168,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","ASRU","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"116",169,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","ASRU","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"117",170,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","ASRU","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"118",171,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","ASRU","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"119",178,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CABO","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"120",179,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CABO","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"121",180,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CABO","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"122",181,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CABO","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"123",182,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CABO","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"124",183,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CABO","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"125",184,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIR","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"126",185,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIR","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"127",186,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIR","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"128",187,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIR","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"129",188,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIR","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"130",189,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIR","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"131",190,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIS","0","O",NA,1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"132",191,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIS","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"133",192,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIS","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"134",193,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIS","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"135",194,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIS","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"136",195,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","CAIS","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"137",196,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEAC","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"138",197,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEAC","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"139",198,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEAC","24","I",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"140",199,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEAC","32","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"141",200,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEAC","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"142",201,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEAC","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"143",202,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEVI","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"144",203,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEVI","16","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"145",204,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEVI","24","I",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"146",205,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEVI","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"147",206,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEVI","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"148",207,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","DEVI","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"149",208,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HESA","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"150",209,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HESA","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"151",210,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HESA","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"152",211,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HESA","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"153",212,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HESA","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"154",213,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HESA","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"155",214,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HOAM","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"156",215,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HOAM","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"157",216,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HOAM","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"158",217,"KEEN ONE","Byrnes","2014_7_18_Broad Cove",2014,7,18,"NE Appledore","Broad Cove","HOAM","32","O",NA,1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
